county,label,precinct
PIERCE,0001,Hacklebarney-Cason
PIERCE,0002,Blackshear
PIERCE,3A,St Johns-Blackshear
PIERCE,3B,Otter Creek
PIERCE,4A,Patterson
PIERCE,4B,Mershon
PIERCE,4C,Alabaha
PIERCE,4D,Sunset-Sweat
PIKE,1,Concord
PIKE,2,Hollonville
PIKE,3,Meansville
PIKE,4,Molena
PIKE,5,Second District
PIKE,6,Lifsey Springs
PIKE,7,Williamson
PIKE,8,Zebulon
POLK,01,Aragon
POLK,02,Blooming Grove
POLK,03,Cedartown
POLK,04,Fish Creek
POLK,05,Lake Creek
POLK,06,Rockmart
POLK,07,Youngs Grove
PULASKI,ANNEX,Courthouse Annex
PUTNAM,101,101
PUTNAM,104,104
PUTNAM,105,105
PUTNAM,106,106
PUTNAM,107,107
QUITMAN,G,Georgetown
QUITMAN,M,Morris
RABUN,RABUN,Rabun County
RANDOLPH,131,Coleman
RANDOLPH,334,Shellman
RANDOLPH,566,Benevolence
RANDOLPH,718A,Cuthbert-Courthouse
RANDOLPH,718B,Cuthbert
RANDOLPH,954,Springvale
RICHMOND,101,101
RICHMOND,102,102
RICHMOND,103,103
RICHMOND,104,104
RICHMOND,105,105
RICHMOND,106,106
RICHMOND,107,107
RICHMOND,108,108
RICHMOND,109,109
RICHMOND,111,111
RICHMOND,112,112
RICHMOND,114,114
RICHMOND,115,115
RICHMOND,201,201
RICHMOND,202,202
RICHMOND,203,203
RICHMOND,204,204
RICHMOND,207,207
RICHMOND,208,208
RICHMOND,210,210
RICHMOND,301,301
RICHMOND,302,302
RICHMOND,303,303
RICHMOND,304,304
RICHMOND,305,305
RICHMOND,306,306
RICHMOND,307,307
RICHMOND,308,308
RICHMOND,309,309
RICHMOND,310,310
RICHMOND,401,401
RICHMOND,402,402
RICHMOND,404,404
RICHMOND,405,405
RICHMOND,406,406
RICHMOND,501,501
RICHMOND,502,502
RICHMOND,503,503
RICHMOND,504,504
RICHMOND,506,506
RICHMOND,507,507
RICHMOND,509,509
RICHMOND,601,601
RICHMOND,603,603
RICHMOND,604,604
RICHMOND,605,605
RICHMOND,607,607
RICHMOND,608,608
RICHMOND,701,701
RICHMOND,702,702
RICHMOND,703,703
RICHMOND,705,705
RICHMOND,706,706
RICHMOND,707,707
RICHMOND,708,708
RICHMOND,709,709
RICHMOND,801,801
RICHMOND,801B,801B
RICHMOND,802,802
RICHMOND,803,803
RICHMOND,804,804
RICHMOND,804H,804H
RICHMOND,805,805
RICHMOND,806,806
RICHMOND,807,807
RICHMOND,808,808
RICHMOND,809,809
RICHMOND,810,810
ROCKDALE,BA,BA
ROCKDALE,BT,BT
ROCKDALE,CO,CO
ROCKDALE,FI,FI
ROCKDALE,FS,FS
ROCKDALE,HC,HC
ROCKDALE,HI,HI
ROCKDALE,LA,LA
ROCKDALE,LO,LO
ROCKDALE,MA,MA
ROCKDALE,MI,MI
ROCKDALE,OT,OT
ROCKDALE,RO,RO
ROCKDALE,SM,SM
ROCKDALE,SP,SP
ROCKDALE,ST,ST
SCHLEY,01,Precinct One
SCREVEN,01,Sylvania
SCREVEN,02,Hunters
SCREVEN,03,Newington
SCREVEN,04,Jenk Hill Fire Sta
SCREVEN,05,Rocky Ford
SCREVEN,06,Bay Branch
SCREVEN,07,Hiltonia
SCREVEN,08,Screven Rec Dept
SCREVEN,09,Greenhill Church
SCREVEN,10,Sr Citizens Center
SCREVEN,11,Jackson Fire Station
SCREVEN,12,Cooperville Fire Station
SEMINOLE,1,Precinct 1
SEMINOLE,2,Precinct 2
SEMINOLE,3,Precinct 3
SEMINOLE,4,Precinct 4
SEMINOLE,5,Precinct 5
SPALDING,01,01
SPALDING,02,02
SPALDING,03,03
SPALDING,05,05
SPALDING,06,06
SPALDING,07,07
SPALDING,08,08
SPALDING,09,09
SPALDING,10,10
SPALDING,11,11
SPALDING,12,12
SPALDING,13,13
SPALDING,14,14
SPALDING,16,16
SPALDING,17,17
SPALDING,19,19
SPALDING,20,20
SPALDING,21,21
STEPHENS,SC1,Senior Center
STEWART,02,Richland
STEWART,04,Louvale
STEWART,05,Lumpkin
STEWART,06,Omaha
SUMTER,15,Leslie
SUMTER,17,Thompson
SUMTER,28,Browns Mill
SUMTER,29,Andersonville
SUMTER,C1-27,Reese Park
SUMTER,C2-27,GSW Conf Center
SUMTER,C3-27,Rec Dept
SUMTER,E-27,Airport
SUMTER,N-26,Concord
SUMTER,O-26,Plains
SUMTER,W-27,Agri-Center
TALBOT,01,ONeal
TALBOT,02,Valley
TALBOT,03,Junction City
TALBOT,04,Geneva
TALBOT,05,Talbotton
TALBOT,06,Box Springs
TALBOT,08,Flint Hill
TALIAFERRO,172,Sharon
TALIAFERRO,601,Crawfordville
TATTNALL,1,Cobbtown
TATTNALL,10,Shiloh
TATTNALL,3,Collins
TATTNALL,4,Manassas
TATTNALL,5,District II
TATTNALL,7,East Glennville
TATTNALL,8,District IV
TATTNALL,9,District V
TAYLOR,1,Precinct 1
TAYLOR,5,Precinct 5
TAYLOR,6,Precinct 6
TELFAIR,HE,Helena
TELFAIR,JA,Jacksonville
TELFAIR,LU,Lumber-City
TELFAIR,MC,McRae
TELFAIR,MI,Milan
TELFAIR,SC,Scotland
TERRELL,01,Dawson
TERRELL,02,Sasser
TERRELL,03,Bronwood
TERRELL,04,Parrott
TERRELL,05,Graves
TERRELL,06,Herod-Dover
THOMAS,101,Barwick
THOMAS,102,Boston
THOMAS,103,Central
THOMAS,104,Coolidge
THOMAS,105,Douglass
THOMAS,106,LIttle Ochlocknee Baptist Church
THOMAS,107,Fire Station #2
THOMAS,108,Gatlin Creek
THOMAS,109,Harper
THOMAS,110,Jerger
THOMAS,111,Meigs
THOMAS,112,Merrillville
THOMAS,113,Metcalfe
THOMAS,114,New Covenant
THOMAS,115,Ochlocknee
THOMAS,116,Patten
THOMAS,117,Pavo
THOMAS,118,Remington Esc
THOMAS,119,Resource Center
THOMAS,120,Scott
TIFT,01,Tifton Northeast
TIFT,02,Brighton
TIFT,03,Brookfield
TIFT,04,Chula
TIFT,05,Docia
TIFT,06,Eldorado
TIFT,07,Omega
TIFT,08,Ty Ty
TIFT,09,Tifton Northwest
TIFT,10,Tifton South
TIFT,11,Mott-Litman Gym
TIFT,12,Tifton Lodge
TOOMBS,15361,15361 Lyons
TOOMBS,39,39 Newbranch
TOOMBS,43,43 Cedar Crossing
TOOMBS,513,513 VPD
TOOMBS,514,514 STIALC
TOWNS,1468,Young Harris
TOWNS,833,Macedonia
TOWNS,990,Hiawassee
TREUTLEN,ANNEX,Annex
TREUTLEN,SOPE,Soperton
TROUP,01,Hollis Hand
TROUP,02,Administration Bldg
TROUP,03,Hammett Rd
TROUP,04,Griggs Center
TROUP,05,West Point
TROUP,06,Hogansville
TROUP,07,East Vernon
TROUP,08,Rosemont
TROUP,10,McClendon
TROUP,11,Long Cane
TROUP,12,Gardner Newman
TROUP,13,Gray Hill
TROUP,15,Highland
TROUP,16,Northside
TURNER,1,Ashburn
TURNER,2,Sycamore
TURNER,3,Rebecca
TWIGGS,DB,Dry Branch
TWIGGS,GI,Golden Isles
TWIGGS,HV,Higgsville
TWIGGS,JV/W,Jeffersonville/Ware
TWIGGS,SG/T,Shady Grove/Tarvers
UNION,1,Blairsville
UNION,10,Coosa
UNION,11,Choestoe
UNION,2,Jones Creek
UNION,3,Owltown
UNION,4,Ivy Log
UNION,5,Suches
UNION,6,Trackrock
UNION,7,Dooley
UNION,8,Gumlog
UNION,9,Pat Colwell
UPSON,0588,Yatesville
UPSON,0589,Salem
UPSON,1610,Redbone
UPSON,5610,Town
WALKER,0871,La Fayette
WALKER,0917,Walnut Grove
WALKER,0944,Rock Spring
WALKER,0953,Armuchee Valley
WALKER,1161,Mountain
WALKER,1501,Chattanooga Valley
WALKER,1809,Kensington
WALKER,1812,Rossville
WALKER,1818,Chickamauga
WALKER,1851,Fairyland
WALKER,1893,Fairview
WALTON,1663,Bold Springs
WALTON,1675,Whatley
WALTON,250,Walker Park
WALTON,414,Gratis
WALTON,415,Between
WALTON,416,Walnut Grove
WALTON,417,Loganville North
WALTON,418,Social Circle
WALTON,419,South Monroe
WALTON,420,North Monroe
WALTON,421,Loganville South
WALTON,422,West Walton
WALTON,423,Broken Arrow
WALTON,424,Bay Creek
WALTON,425,E Monroe
WALTON,426,W Monroe
WALTON,427,Tara
WALTON,454,Mountain
WALTON,502,Jersey
WALTON,503,Blasingame
WALTON,559,Good Hope
WARE,100,100
WARE,200A,200A
WARE,200B,200B
WARE,300,300
WARE,304,304
WARE,400,400
WARE,404,404
WARE,405,405
WARE,406,406
WARE,407,407
WARE,408,408
WARE,409,409
WARREN,1,Warrenton
WASHINGTON,1253,Riddleville
WASHINGTON,1350,Warthen
WASHINGTON,1488,Tennille
WASHINGTON,88,Oconee
WASHINGTON,91,Harrison
WASHINGTON,94,Davisboro
WASHINGTON,97,Sandersville
WASHINGTON,99,Deepstep
WAYNE,1A,Odum
WAYNE,1B,Madray Springs
WAYNE,1C,Oglethorpe
WAYNE,2A,Screven
WAYNE,2C,Empire
WAYNE,2D,Red Hill
WAYNE,3A,Altamaha
WAYNE,3B,Gardi
WAYNE,4A,VFW
WAYNE,4B,Pine Street
WAYNE,5A,Unity
WAYNE,5B,Rec Center
WEBSTER,P1,Preston 1
WHEELER,1,Alamo
WHEELER,2,Glenwood
WHITE,011,Blue Creek
WHITE,021,Blue Ridge
WHITE,031,Helen
WHITE,041,Mossy Creek
WHITE,051,Mt Yonah
WHITE,061,Nacoochee
WHITE,071,Robertstown
WHITE,081,Shoal Creek
WHITE,091,Tesnatee
WHITE,101,Town Creek
WHITE,111,White Creek
WHITFIELD,1A,1A
WHITFIELD,2A,2A
WHITFIELD,3A,3A
WHITFIELD,4A,4A
WHITFIELD,5A,5A
WHITFIELD,6A,6A
WHITFIELD,AN,AN
WHITFIELD,CA,CA
WHITFIELD,CO,CO
WHITFIELD,DG,DG
WHITFIELD,ES,ES
WHITFIELD,FI,FI
WHITFIELD,GL,GL
WHITFIELD,LT,LT
WHITFIELD,MC,MC
WHITFIELD,NI,NI
WHITFIELD,PG,PG
WHITFIELD,TH,TH
WHITFIELD,TI,TI
WHITFIELD,TR,TR
WHITFIELD,UT,UT
WHITFIELD,VA,VA
WHITFIELD,WS,WS
WILCOX,1A,Rochelle North 1
WILCOX,2A,Abbeville North 2
WILCOX,2B,Pineview 2
WILCOX,3A,Pitts 3
WILCOX,4A,Rochelle South 4
WILCOX,5A,Abbeville South 5
WILKES,1,Senior Citizen Center
WILKES,2A,Young Farmers Bldg
WILKES,2B,Metasville Fire Sta
WILKES,3A,Edward B Pope Center
WILKES,3B,Rayle City Hall
WILKES,4A,Courthouse
WILKES,4B,Tignal Sch Lunch Rm
WILKINSON,02,Bloodworth
WILKINSON,03,Griffin
WILKINSON,04,High Hill
WILKINSON,05,Irwinton
WILKINSON,06,Ivey
WILKINSON,07,Lord
WILKINSON,08,Midway
WILKINSON,10,Ramah
WILKINSON,11,Turkey Creek
WORTH,1,Sylvester
WORTH,10,Scooterville
WORTH,11,Minton
WORTH,12,Bridgeboro
WORTH,14,County Line
WORTH,15,Isabella
WORTH,16,Piney Woods
WORTH,2,Sylvester East
WORTH,3,Poulan
WORTH,4,Sumner
WORTH,5,Shingler
WORTH,6,Red Rock
WORTH,7,Doles
WORTH,8,Oakfield
WORTH,9,Warwick
